//==============================================================================
//Monster Set Base
//Repack SCFMT/TitansTech 10.09.03 by Antiferna
//www.antifernamu.com
//------------------------------------------------------------------------------
//Revision 08 May, 2011	
//==============================================================================
//0 - Guards / NPC / Traps
//1 - Spots
//2 - Normal Monster
//3 - Bone King / Golden Monsters
//4 - Blood Castle Monsters / Gate / Others

//=========================================================================================
//	Invasion Golden
//=========================================================================================
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir 	Quant  Name	
3
43	3	30	10	10	240	240	-1	1 // Golden Budge Dragon => Noria
44	0	30	182	128	195	145	-1	1 // Dragon => Lorencia
53	2	5	147	88	147	88	-1	1 // Golden Titan => Davias
54	0	30	183	128	188	135	-1	1 // Golden Soldier => Lorencia
55	0	30	132	83	132	83	-1	1 // Death King => Lorencia
56	0	30	132	83	138	90	-1	1 // Death Bone => Lorencia
78	0	7	150	68	150	68	-1	1 // Golden Goblin => Lorencia
78	3	7	168	68	168	68	-1	1 // Golden Goblin => Noria
79	0	7	76	139	76	139	-1	1 // Golden Derkon => Lorencia
79	2	7	172	114	172	114	-1	1 // Golden Derkon => Davias
79	3	7	192	154	192	154	-1	1 // Golden Derkon => Noria
81	7	7	145	66	145	66	-1	1 // Golden Vepar => Atlans
81	7	7	106	100	106	100	-1	1 // Golden Vepar => Atlans
80	8	7	142	58	142	58	-1	1 // Golden Lizard King => Tarkan
80	8	7	68	125	68	125	-1	1 // Golden Lizard King => Tarkan
82	8	7	124	71	124	71	-1	1 // Golden Tantalos => Tarkan
82	8	7	72	92	72	92	-1	1 // Golden Tantalos => Tarkan
83	8	7	96	131	96	131	-1	1 // Golden Wheel => Tarkan
end
//=========================================================================================							
//	LorenMarket NPCs					
//=========================================================================================							
//Mob	Map	Rad	X	Y	Str	Name	
0
306	33	30	196	146	-1	//Death Rider
306	33	30	209	75	-1	//Death Rider
306	33	30	216	35	-1	//Death Rider
306	33	30	221	60	-1	//Death Rider
306	33	30	235	90	-1	//Death Rider
307	33	30	86	171	-1	//Forest Orc
307	33	30	126	20	-1	//Forest Orc
307	33	30	126	26	-1	//Forest Orc
307	33	30	148	10	-1	//Forest Orc
307	33	30	166	57	-1	//Forest Orc
307	33	30	172	11	-1	//Forest Orc
307	33	30	176	60	-1	//Forest Orc
307	33	30	214	10	-1	//Forest Orc
307	33	30	215	162	-1	//Forest Orc
307	33	30	225	149	-1	//Forest Orc
307	33	30	226	67	-1	//Forest Orc
307	33	30	226	140	-1	//Forest Orc
307	33	30	232	43	-1	//Forest Orc
307	33	30	233	125	-1	//Forest Orc
307	33	30	234	111	-1	//Forest Orc
307	33	30	234	155	-1	//Forest Orc
308	33	30	174	23	-1	//Death Tree
308	33	30	196	99	-1	//Death Tree
308	33	30	200	71	-1	//Death Tree
308	33	30	204	12	-1	//Death Tree
308	33	30	224	14	-1	//Death Tree
308	33	30	228	111	-1	//Death Tree
309	33	30	108	147	-1	//Hell Maine
309	33	30	112	47	-1	//Hell Maine
end

//Aida - Spots
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir	Quant	Name
1
//275   	33 	5 	168 	19 	168 	19  	-1 	1	//   Kundum
304   	33 	5 	168 	19 	168 	19  	-1 	7	//Death Tree
551   	33 	5 	168 	19 	168 	19  	-1 	7	//Death Tree


305   	33 	5 	102 	14 	102 	14  	-1 	12	//Death Tree
305   	33 	5 	136 	15 	136 	15  	-1 	12	//Death Tree
304  	33 	5 	162 	18	162 	18 	-1 	2	//Witch Queen
306  	33 	5 	116 	20 	116 	20 	-1 	12	//Death Rider
308  	33 	5 	163 	168 	165 	163 	-1 	12	//
307  	33 	5 	193 	199 	193 	199 	-1 	12	//
307  	33 	5 	212 	205 	212 	205 	-1 	12	//
305   	33 	5 	153 	45 	153 	45  	-1 	12
307  	33 	5 	180 	170 	180 	170 	-1 	5	//Forest Orc
308  	33 	5 	180 	170 	180 	170 	-1 	7	//
309  	33 	5 	173 	149 	173 	149 	-1 	12	//
305  	33 	10 	187 	34 	188 	35 	-1 	12 	//Death Tree
549  	33 	10 	38 	57 	38 	57 	-1 	12	//aida3
549  	33 	10 	30 	144 	30 	144 	-1 	12 	//aida3
549  	33 	10 	46 	122 	46 	122 	-1 	12 	//aida3
550  	33 	10 	25 	184 	25 	184 	-1 	12 	//aida3
551  	33 	10 	39 	222 	39 	222 	-1 	12 	//aida3
551  	33 	10 	35 	204 	35 	204 	-1 	12 	//aida3
551  	33 	10 	78 	220 	78 	220 	-1 	12 	//aida3
550  	33 	10 	143 	193 	143 	193 	-1 	12 	//aida3
550  	33 	10 	136 	222 	136 	222 	-1 	12 	//aida3
550  	33 	10 	124 	186 	124 	186 	-1 	12 	//aida3
549  	33 	10 	25 	134 	25 	134 	-1 	12	//aida3
549  	33 	10 	26 	146 	51 	149 	-1 	12	//aida3
550  	33 	10 	83 	139 	83 	139 	-1 	12 	//aida3
551  	33 	10 	175 	124 	175 	124 	-1 	12 	//aida3
551  	33 	10 	118 	159 	97 	144 	-1 	12 	//aida3
551  	33 	10 	87 	126 	85 	66 	-1 	12	//aida3
549  	33 	10 	231 	138 	231 	138 	-1 	12 	//aida3
//quaivang
493	33	30	38	53	39	59	-1	1	//Golden Dark Knight
494	33	30	36	53	38	53	-1	1	//Golden Devil
//495	33	30	39	59	36	53	-1	1	//Golden Dark Knight
//496	33	30	38	53	40	55	-1	1	//Golden Crus
//497	33	30	40	55	39	59	-1	1	//Golden Satyrus
//498	33	30	36	53	38	53	-1	1	//Golden Twin Tale
//499	33	30	39	59	40	55	-1	1	//Golden Iron Rider
//502	33	30	40	55	38	53	-1	1	//Golden Rabbit
//412	33	30	49	123	46	120	-1	1	//dard ef

end

//=========================================================================================							
//=========================== Kantru - Monster - =============================================							
//=========================================================================================							
//Mob	Map	Rad	X	Y	Str	Name	
2
350	37	30	188	11	-1	//Berserk
350	37	30	151	11	-1	//Berserk
350	37	30	154	41	-1	//Berserk
350	37	30	150	56	-1	//Berserk
350	37	30	158	57	-1	//Berserk
350	37	30	66	99	-1	//Berserk
350	37	30	48	103	-1	//Berserk
350	37	30	31	87	-1	//Berserk
350	37	30	50	49	-1	//Berserk
350	37	30	55	104	-1	//Berserk
350	37	30	38	51	-1	//Berserk
350	37	30	56	44	-1	//Berserk
350	37	30	65	35	-1	//Berserk
351	37	30	42	235	-1	//Sprinter Wolf
351	37	30	118	232	-1	//Sprinter Wolf
351	37	30	55	228	-1	//Sprinter Wolf
351	37	30	114	239	-1	//Sprinter Wolf
351	37	30	135	223	-1	//Sprinter Wolf
351	37	30	143	239	-1	//Sprinter Wolf
351	37	30	151	206	-1	//Sprinter Wolf
351	37	30	155	196	-1	//Sprinter Wolf
351	37	30	180	225	-1	//Sprinter Wolf
351	37	30	172	215	-1	//Sprinter Wolf
352	37	30	180	164	-1	//Iron Rider
352	37	30	174	170	-1	//Iron Rider
352	37	30	185	148	-1	//Iron Rider
352	37	30	165	157	-1	//Iron Rider
352	37	30	165	165	-1	//Iron Rider
352	37	30	175	150	-1	//Iron Rider
352	37	30	214	143	-1	//Iron Rider
352	37	30	217	145	-1	//Iron Rider
352	37	30	204	137	-1	//Iron Rider
353	37	30	182	150	-1	//Satyros
353	37	30	233	123	-1	//Satyros
353	37	30	234	132	-1	//Satyros
353	37	30	236	91	-1	//Satyros
353	37	30	231	96	-1	//Satyros
353	37	30	234	101	-1	//Satyros
353	37	30	220	155	-1	//Satyros
353	37	30	178	168	-1	//Satyros
353	37	30	225	86	-1	//Satyros
353	37	30	224	82	-1	//Satyros
353	37	30	230	82	-1	//Satyros
354	37	30	187	7	-1	//Blade Hunter
354	37	30	175	10	-1	//Blade Hunter
354	37	30	148	19	-1	//Blade Hunter
354	37	30	155	18	-1	//Blade Hunter
354	37	30	164	22	-1	//Blade Hunter
354	37	30	165	40	-1	//Blade Hunter
354	37	30	167	43	-1	//Blade Hunter
354	37	30	152	59	-1	//Blade Hunter
354	37	30	156	59	-1	//Blade Hunter
355	37	30	137	42	-1	//Kentauros
355	37	30	136	51	-1	//Kentauros
355	37	30	117	26	-1	//Kentauros
355	37	30	119	55	-1	//Kentauros
355	37	30	115	65	-1	//Kentauros
355	37	30	76	53	-1	//Kentauros
355	37	30	72	62	-1	//Kentauros
355	37	30	87	71	-1	//Kentauros
356	37	30	87	36	-1	//Gigantis
356	37	30	77	28	-1	//Gigantis
356	37	30	66	21	-1	//Gigantis
356	37	30	59	40	-1	//Gigantis
356	37	30	90	39	-1	//Gigantis
356	37	30	41	37	-1	//Gigantis
357	37	30	32	76	-1	//Genocider
357	37	30	58	104	-1	//Genocider
357	37	30	58	92	-1	//Genocider
357	37	30	46	102	-1	//Genocider
357	37	30	47	54	-1	//Genocider
357	37	30	44	44	-1	//Genocider
end

//=========================================================================================							
//=========================== Kantru - Monster - =============================================							
//=========================================================================================							
//Mob	Map	Rad	X	Y	Str	Name	
2
358	38	30	147	148	-1	//Persona
358	38	30	152	120	-1	//Persona
358	38	30	102	78	-1	//Persona
358	38	30	128	69	-1	//Persona
358	38	30	156	120	-1	//Persona
359	38	30	168	94	-1	//Twin Tail
359	38	30	199	131	-1	//Twin Tail
359	38	30	195	115	-1	//Twin Tail
359	38	30	185	97	-1	//Twin Tail
360	38	30	122	127	-1	//Dreadfear
360	38	30	110	140	-1	//Dreadfear
360	38	30	177	150	-1	//Dreadfear
360	38	30	152	110	-1	//Dreadfear
end
1
359	38	30	99	94	99	94	-1	12	//Twin Tail
360	38	30	138	142	138	145	-1	12	//Twin Tail
358	38	30	108	154	108	154	-1	12	//Persona
360	38	30	119	131	119	131	-1	12	//Persona
360	38	30	109	139	113	140	-1	12	//Persona
end
1
355	37	30	82	242	82	242	-1	13
353	37	30	60	234	60	234	-1	13	//
350	37	30	67	233	69	233	-1	7	//Sprinter Wolf
353	37	30	67	233	67	233	-1	5	//Sprinter Wolf
556	37	30	125	107	125	107	-1	13	//Sprinter Wolf
356	37	30	166	42	166	42	-1	13	//
355	37	30	166	38	166	38	-1	13	//Sprinter Wolf
353	37	30	223	55	223	55	-1	13	//Sprinter Wolf
353	37	30	223	81	223	81	-1	13	//Sprinter Wolf
357	37	30	236	89	236	89	-1	13	//Sprinter Wolf
357	37	30	219	115	219	115	-1	13	//Sprinter Wolf
357	37	30	183	143	183	143	-1	13	//Sprinter Wolf
353	37	30	234	127	234	127	-1	1	//Sprinter Wolf
357	37	30	234	130	234	130	-1	5	//Sprinter Wolf
353	37	30	234	132	234	132	-1	5	//Sprinter Wolf
357	37	30	234	133	234	133	-1	5	//Sprinter Wolf
353	37	30	124	237	56	230	-1	13	//Sprinter Wolf
356	37	30	171	195	171	195	-1	13	//Sprinter Wolf

553	37	30	199	156	199	156	-1	12	//Sprinter Wolf
553	37	30	220	141	220	141	-1	12	//Sprinter Wolf
554	37	30	185	203	185	203	-1	12	//Sprinter Wolf
554	37	30	181	219	181	219	-1	12	//Sprinter Wolf
553	37	30	42	92	42	92	-1	12	//Sprinter Wolf
554	37	30	45	54	45	54	-1	12	//Sprinter Wolf
555	37	30	44	39	44	39	-1	12	//Sprinter Wolf
555	37	30	61	30	61	30	-1	12	//Sprinter Wolf
556	37	30	76	55	76	55	-1	12	//Sprinter Wolf
556	37	30	94	68	94	68	-1	12	//Sprinter Wolf
353	37	30	44	229	44	229	-1	12	//k1
553	37	30	99	140	99	140	-1	12	// ku6
554	37	30	111	161	111	161	-1	12	//ku6
556	37	30	143	129	143	129	-1	12	//ku6
556	37	30	132	117	132	117	-1	12	//ku6
569	37	30	156	199	156	199	-1	12	//Sprinter Wolf


360	37	30	74	164	74	164	-1	12	//Genocider
570	37	30	220	38	220	38	-1	12	//Satyros
570	37	30	54	98	54	98	-1	12	//Genocider
570	37	30	86	160	86	160	-1	12	//Genocider
571	37	30	100	154	100	154	-1	12	//
569	37	30	58	151	58	151	-1	9	//Persona
570	37	30	58	151	58	151	-1	4	//Persona
571	37	30	92	126	92	126	-1	9	//Persona
572	37	30	92	126	92	126	-1	5	//Persona
end

// -----------------------------------------------------------------------
// Elbeland Monsters
// -----------------------------------------------------------------------
//Mob	Map	Rad	X	Y	Stat   Name
2
418     51 	3  	78   	165 	-1 // Bizarre Rabbit
418     51 	3  	75   	162 	-1 // Bizarre Rabbit
418     51 	3  	73   	171 	-1 // Bizarre Rabbit

419     51 	3  	112  	213 	-1 // Killer Rabbit
419     51 	3  	113  	214 	-1 // Killer Rabbit
419     51 	3  	114  	215 	-1 // Killer Rabbit
420     51 	3  	105  	61 	-1 // Wolf Man
420     51 	3  	105  	61 	-1 // Wolf Man
420     51 	3  	104  	62 	-1 // Wolf Man
421     51 	3  	103  	59 	-1 // Dirty Butterfly
421     51 	3  	104  	58 	-1 // Dirty Butterfly
421     51 	3  	104  	58 	-1 // Dirty Butterfly
421     51 	3  	103  	60 	-1 // Dirty Butterfly
422     51 	3  	86  	43 	-1 // Cursed Lich
422     51 	3  	87  	42 	-1 // Cursed Lich
422     51 	3  	88  	41 	-1 // Cursed Lich
423     51 	3  	193 	144 	-1 // Totem Golem
423     51 	3  	192 	145 	-1 // Totem Golem
423     51 	3  	193 	146 	-1 // Totem Golem
423     51 	3  	193 	143 	-1 // Totem Golem
424     51 	3  	194 	144 	-1 // Savage Beast
424     51 	3  	195 	145 	-1 // Savage Beast
424     51 	3  	177 	174 	-1 // Savage Beast
425     51 	3  	178 	175 	-1 // Elite Savage Beast
425     51 	3  	176 	176	-1 // Elite Savage Beast
425     51 	3  	196 	175 	-1 // Elite Savage Beast
end

//=========================================================================================						
//	Elbeland Starter Spot						
//=========================================================================================						
//Mob	Mapa	Rad	X	Y	X2	Y2	Dir 	Cant  	Nombre
1
423 	51 	10 	49 	152 	49 	152 	-1 	12	//Bizarre Rabbit
423 	51 	10 	110 	216 	110 	216 	-1 	12	//Bizarre Rabbit
425	51	5	95	66	95	66	-1	12      // Coelho de Brinco Preto
418	51	5	41 	155	41 	152	-1	12      // Coelho Preto
end

//=========================================================================================
//================================== Vulcanus Graveyard ===================================
//=========================================================================================
1
481	63	30	131	214	163	190 	-1 	12	//Zombier
482	63	30	173	192	194	176 	-1 	12	//Gladiator
483	63	30	92	179	92	179	-1 	5	//Hell Gladiator
484	63	30	92	179	92	179 	-1 	6	//Butcher
481	63	30	59	139	48	165 	-1 	6	//Zombier
482	63	30	65	164	65	164 	-1 	6	//Gladiator
483	63	30	65	164	65	164 	-1 	6	//Hell Gladiator
484	63	30	69	181	69	181 	-1 	6	//Butcher
481	63	30	69	181	69	181 	-1 	6	//Zombier
482	63	30	117	84	88	60 	-1 	6	//Gladiator
483	63	30	108	58	119	68 	-1 	6	//Hell Gladiator
484	63	30	74	90	85	78 	-1 	9	//Butcher
481	63	30	170	143	183	130 	-1 	9	//Zombier
482	63	30	175	109	182	117 	-1 	9	//Gladiator
483	63	30	188	124	202	119 	-1 	9	//Hell Gladiator
484	63	30	199	110	199	110 	-1 	9	//Butcher
481	63	30	199	110	199	110 	-1 	5	//Zombier
482	63	30	151	108	155	86 	-1 	5	//Gladiator
483	63	30	143	77	143	77 	-1 	7	//Hell Gladiator
484	63	30	143	77	143	77 	-1 	5	//Butcher
483	63	30	156	55	156	55 	-1 	7	//Hell Gladiator
481	63	30	156	55	156	55 	-1 	5	//Zombier

485	63	30	36	180	28	172	-1	6	//Butcher Ashes
486	63	30	37	159	30	127	-1	6	//Bloody Assassin
485	63	30	66	201	37	211	-1	6	//Butcher Ashes
486	63	30	52	226	34	212	-1	6	//Bloody Assassin
485	63	30	34	206	44	198	-1	6	//Butcher Ashes
486	63	30	83	201	81	195	-1	6	//Bloody Assassin
485	63	30	79	203	90	202	-1	6	//Butcher Ashes
486	63	30	89	215	104	221	-1	6	//Bloody Assassin

486	63	30	184	75	180	58	-1	7	//Bloody Assassin
480	63	30	202	64	223	65	-1	6	//Zombie Fighter
486	63	30	177	54	147	18	-1	6	//Bloody Assassin
480	63	30	183	41	170	21	-1	7	//Zombie Fighter
480	63	30	190	40	195	49	-1	6	//Zombie Fighter

480	63	30	24	103	45	85	-1	6	//Zombie Fighter
486	63	30	28	80	42	76	-1	6	//Bloody Assassin

483	63	30	26	66	41	57	-1	5	//Hell Gladiator
482	63	30	67	69	67	46	-1	7	//Gladiator
482	63	30	50	56	62	76	-1	7	//Gladiator
483	63	30	74	44	88	40	-1	5	//Hell Gladiator
484	63	30	93	14	99	35	-1	5	//Butcher
485	63	30	93	14	99	35	-1	5	//Butcher Ashes
485	63	30	67	24	82	20	-1	5	//Butcher Ashes

483	63	30	208	52	220	40	-1	4	//Hell Gladiator
480	63	30	208	52	220	40	-1	5	//Zombie Fighter
486	63	30	230	44	240	72	-1	4	//Bloody Assassin
487	63	30	230	44	240	72	-1	5	//Cold-Blooded
480	63	30	185	13	197	28	-1	5	//Zombie Fighter
487	63	30	206	32	214	24	-1	4	//Cold-Blooded

490	63	30	38	22	55	12	-1	4	//Giant Lava	
489	63	30	38	22	55	12	-1	5	//Burning Lava Giant
489	63	30	32	46	58	39	-1	5	//Burning Lava Giant

491	63	30	175	227	221	227	-1	5	//Outrageous Giant Lava
491	63	30	207	227	211	204	-1	5	//Outrageous Giant Lava
488	63	30	233	210	230	184	-1	5	//Cold-Blooded	Killer
485	63	30	203	188	226	180	-1	5	//Butcher Ashes

486	63	30	233	109	243	127	-1	4	//Bloody Assassin
480	63	30	233	109	243	127	-1	5	//Zombie Fighter
482	63	30	199	123	212	146	-1	5	//Gladiator
483	63	30	216	138	220	122	-1	7	//Hell Gladiator
484	63	30	215	111	220	117	-1	4	//Butcher
end


//Monsters Raklion 
//Mob	Mapa	Rad	X	Y	X2	Y2	Dir 	Cant  	Nombre
1
455	57	30	173	179	185	206	-1	12	//Giant Mammoth
454	57	30	143	187	154	224	-1	12	//Ice
456	57	30	142	180	154	224	-1	12	//Ice Giant
457	57	30	102	177	142	184	-1	12	//Cooler
458	57	30	89	185	103	226	-1	12	//Iron Knight
460	57	30	193	21	221	71	-1	9	//Spider Egg
461	57	30	175	24	197	24	-1	10	//Spider Egg
462	57	30	166	73	198	55	-1	10	//Spider Egg

454	57	30	171	211	171	211	-1	12	//Ice
455	57	30	159	214	159	214	-1	12	//Ice
455	57	30	223	153	223	153	-1	12	//Ice


455	57	30	98	214	98	214	-1	12	//Giant Mammoth
455	57	30	89	193	89	193	-1	12	//Giant Mammoth
455	57	30	103	181	103	181	-1	12	//Giant Mammoth

456	57	30	131	134	131	134	-1	12	//Ice Giant
456	57	30	139	125	139	125	-1	12	//Ice Giant
456	57	30	156	122	156	122	-1	12	//Ice Giant

457	57	30	209	112	209	112	-1	12	//Cooler
457	57	30	217	97	217	97	-1	12	//Cooler

460	57	30	217	66	217	66	-1	12	//Spider Egg
460	57	30	220	36	220	36	-1	12	//Spider Egg
461	57	30	206	35	206	35	-1	12	//Spider Egg
461	57	30	186	26	186	26	-1	12	//Spider Egg


562	57	30	137	48	137	48	-1	12
562	57	30	108	39	108	39	-1	12
562	57	30	96	36	96	36	-1	12
563	57	30	33	90	33	90	-1	12
563	57	30	36	107	36	107	-1	12
562	57	30	32	96	32	96	-1	12
563	57	30	34	128	34	128	-1	12
563	57	30	51	199	51	199	-1	12
564	57	30	25	207	25	207	-1	12
565	57	30	25	207	25	207	-1	12

563	57	30	37	220	37	220	-1	12
563	57	30	45	155	45	155	-1	12
462	57	30	70	124	118	97	-1	12
455	57	30	173	179	185	206	-1	12	//Giant Mammoth
454	57	30	142	180	154	224	-1	12	//Ice
456	57	30	142	180	154	224	-1	12	//Ice Giant
457	57	30	102	177	142	184	-1	12	//Cooler
458	57	30	89	185	103	226	-1	12	//Iron Knight
457	57	30	115	134	140	146	-1	12	//Cooler
454	57	30	193	96	209	161	-1	12	//Ice
456	57	30	221	77	230	142	-1	12	//Ice Giant
460	57	30	193	21	221	71	-1	12	//Spider Egg
461	57	30	175	24	197	24	-1	12	//Spider Egg
462	57	30	166	73	198	55	-1	12	//Spider Egg
end

//=========================================================================================							
//================================= Devil Square - =======================================							
//=========================================================================================										
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir	Quant	Name	
1										
//DevilSquare 1 Mobs										
17	9	30	119	80	150	115	-1	20	//Cyclops
15	9	30	119	80	150	115	-1	40	//Skeleton Archer
//DevilSquare 2 Mobs										
10	9	30	121	152	151	184	-1	20	//Dark Knight
39	9	30	121	152	151	184	-1	40	//Poison Shadow
//DevilSquare 3 Mobs										
41	9	30	49	138	79	173	-1	20	//Death Cow
37	9	30	49	138	79	173	-1	40	//Devil
//DevilSquare 4 Mobs										
64	9	30	53	74	83	109	-1	20	//Orc Archer
65	9	30	53	74	83	109	-1	40	//Elite Orc
//DevilSquare 5 Mobs										
294	32	30	120	80	150	115	-1	20	//Axe Warrior
60	32	30	120	80	150	115	-1	40	//Bloody Wolf
//DevilSquare 6 Mobs										
290	32	30	122	152	151	184	-1	40	//Lizard Warrior
57	32	30	122	152	151	184	-1	40	//Iron Wheel
//DevilSquare 7 Mobs										
290	32	30	49	138	79	173	-1	40	//Lizard Warrior
57	32	30	49	138	79	173	-1	40	//Iron Wheel
end


//=========================================================================================							
//================================= Blood Castle - =======================================							
//=========================================================================================							
//Ident	Map	Radius	X	Y	Strong	Name	
4
131	11	0	14	75	0	//Gate 1
131	12	0	14	75	0	//Gate 1
131	13	0	14	75	0	//Gate 1
131	14	0	14	75	0	//Gate 1
131	15	0	14	75	0	//Gate 1
131	16	0	14	75	0	//Gate 1
131	17	0	14	75	0	//Gate 1
131	52	0	14	75	0	//Gate 1
//new
//132	11	0  	20	247	0 	//Statue Of Saint
//132	12	0  	20	247	0 	//Statue Of Saint
//132	13	0  	20	247	0 	//Statue Of Saint
//132	14	0  	20	247	0 	//Statue Of Saint
//132	15	0  	20	247	0 	//Statue Of Saint
//132	16	0  	20	247	0 	//Statue Of Saint
//132	17	0  	20	247	0 	//Statue Of Saint
//132	52	0  	20	247	0 	//Statue Of Saint

132	11	0	15	95	0	//Gate 2
132	12	0	15	95	0	//Gate 2
132	13	0	15	95	0	//Gate 2
132	14	0	15	95	0	//Gate 2
132	15	0	15	95	0	//Gate 2
132	16	0	15	95	0	//Gate 2
132	17	0	15	95	0	//Gate 2
132	52	0	15	95	0	//Gate 2
//132	52	0	15	95	0	//Gate 2 quet gocccccccccc

232	11	0	10	9	1	//Archangel
232	12	0	10	9	1	//Archangel
232	13	0	10	9	1	//Archangel
232	14	0	10	9	1	//Archangel
232	15	0	10	9	1	//Archangel
232	16	0	10	9	1	//Archangel
232	17	0	10	9	1	//Archangel
232	52	0	10	9	1	//Archangel
end							

//Blood Castle 1 Mobs (85 to 89)							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
84	11	30	14	34	0	//Elite Skeleton	
84	11	30	14	38	0	//Elite Skeleton	
84	11	30	13	35	0	//Elite Skeleton	
84	11	30	13	28	0	//Elite Skeleton	
84	11	30	15	35	0	//Elite Skeleton	
84	11	30	14	33	0	//Elite Skeleton	
84	11	30	15	41	0	//Elite Skeleton	
84	11	30	14	42	0	//Elite Skeleton	
84	11	30	15	25	0	//Elite Skeleton	
84	11	30	15	23	0	//Elite Skeleton	
84	11	30	15	41	0	//Elite Skeleton	
84	11	30	14	42	0	//Elite Skeleton	
84	11	30	15	25	0	//Elite Skeleton	
84	11	30	15	23	0	//Elite Skeleton	
84	11	30	13	26	0	//Elite Skeleton	
84	11	30	13	37	0	//Elite Skeleton	
84	11	30	14	40	0	//Elite Skeleton	
84	11	30	13	39	0	//Elite Skeleton	
84	11	30	14	27	0	//Elite Skeleton	
84	11	30	14	24	0	//Elite Skeleton	
84	11	30	14	32	0	//Elite Skeleton	
84	11	30	15	45	0	//Elite Skeleton	
84	11	30	15	31	0	//Elite Skeleton	
85	11	30	13	23	0	//Orc Archer
85	11	30	15	43	0	//Orc Archer
85	11	30	13	45	0	//Orc Archer
85	11	30	15	39	0	//Orc Archer
85	11	30	15	37	0	//Orc Archer
85	11	30	13	29	0	//Orc Archer
85	11	30	15	28	0	//Orc Archer
85	11	30	13	25	0	//Orc Archer
85	11	30	13	21	0	//Orc Archer
85	11	30	14	22	0	//Orc Archer
85	11	30	15	28	0	//Orc Archer
85	11	30	13	25	0	//Orc Archer
85	11	30	13	21	0	//Orc Archer
85	11	30	14	22	0	//Orc Archer
85	11	30	15	21	0	//Orc Archer
85	11	30	13	31	0	//Orc Archer
85	11	30	15	30	0	//Orc Archer
85	11	30	15	33	0	//Orc Archer
85	11	30	14	21	0	//Orc Archer
85	11	30	13	43	0	//Orc Archer
85	11	30	15	26	0	//Orc Archer
86	11	30	15	46	0	//Elite Orc
86	11	30	15	63	0	//Elite Orc
86	11	30	15	53	0	//Elite Orc
86	11	30	13	65	0	//Elite Orc
86	11	30	13	67	0	//Elite Orc
86	11	30	15	59	0	//Elite Orc
86	11	30	13	59	0	//Elite Orc
86	11	30	15	55	0	//Elite Orc
86	11	30	13	62	0	//Elite Orc
86	11	30	13	41	0	//Elite Orc
86	11	30	15	69	0	//Elite Orc
86	11	30	13	50	0	//Elite Orc
86	11	30	15	48	0	//Elite Orc
86	11	30	13	41	0	//Elite Orc
86	11	30	15	69	0	//Elite Orc
86	11	30	13	50	0	//Elite Orc
86	11	30	15	48	0	//Elite Orc
86	11	30	13	46	0	//Elite Orc
86	11	30	14	44	0	//Elite Orc
86	11	30	15	51	0	//Elite Orc
86	11	30	14	49	0	//Elite Orc
86	11	30	15	57	0	//Elite Orc
86	11	30	14	64	0	//Elite Orc
86	11	30	14	67	0	//Elite Orc
86	11	30	13	53	0	//Elite Orc
86	11	30	15	65	0	//Elite Orc
86	11	30	15	60	0	//Elite Orc
86	11	30	13	57	0	//Elite Orc
87	11	30	13	69	0	//Spirit Beast
87	11	30	14	61	0	//Spirit Beast
87	11	30	13	55	0	//Spirit Beast
87	11	30	14	58	0	//Spirit Beast
87	11	30	14	52	0	//Spirit Beast
87	11	30	15	50	0	//Spirit Beast
87	11	30	15	66	0	//Spirit Beast
87	11	30	14	56	0	//Spirit Beast
87	11	30	14	52	0	//Spirit Beast
87	11	30	15	50	0	//Spirit Beast
87	11	30	15	66	0	//Spirit Beast
87	11	30	14	56	0	//Spirit Beast
87	11	30	14	70	0	//Spirit Beast
87	11	30	13	48	0	//Spirit Beast
87	11	30	13	63	0	//Spirit Beast
88	11	30	13	78	0	//Spirit Knight
88	11	30	14	83	0	//Spirit Knight
88	11	30	14	78	0	//Spirit Knight
88	11	30	15	78	0	//Spirit Knight
88	11	30	16	80	0	//Spirit Knight
88	11	30	15	62	0	//Spirit Knight
88	11	30	17	83	0	//Spirit Knight
88	11	30	14	90	0	//Spirit Knight
88	11	30	11	83	0	//Spirit Knight
88	11	30	15	94	0	//Spirit Knight
88	11	30	20	82	0	//Spirit Knight
88	11	30	15	62	0	//Spirit Knight
88	11	30	17	83	0	//Spirit Knight
88	11	30	14	90	0	//Spirit Knight
88	11	30	11	83	0	//Spirit Knight
88	11	30	15	94	0	//Spirit Knight
88	11	30	20	82	0	//Spirit Knight
88	11	30	20	88	0	//Spirit Knight
88	11	30	14	54	0	//Spirit Knight
88	11	30	14	36	0	//Spirit Knight
88	11	30	15	68	0	//Spirit Knight
88	11	30	14	47	0	//Spirit Knight
89	11	30	16	87	0	//Spirit Sorcerer
89	11	30	12	81	0	//Spirit Sorcerer
89	11	30	13	88	0	//Spirit Sorcerer
89	11	30	13	85	0	//Spirit Sorcerer
89	11	30	19	85	0	//Spirit Sorcerer
89	11	30	13	88	0	//Spirit Sorcerer
89	11	30	13	85	0	//Spirit Sorcerer
89	11	30	19	85	0	//Spirit Sorcerer
89	11	30	13	93	0	//Spirit Sorcerer
89	11	30	14	80	0	//Spirit Sorcerer
