// Column1 option add images
// Ex: |1|1|Kris|1|2|NO|NO| 	==> option IMG => [0100100]
// Ex: 20|2|2|Kris|1|2|NO|NO| 	==> option IMG => [0100220]
// Ex: 0002200|0|22|Kris|1|2|NO|NO| 	==> option IMG => [0002200]
// Column1|TP|ID|NAME|X|Y|SetItem1|SetItem2
0000000|0|0|Kris|1|2|NO|NO|
|8|63|Silk Armor|2|2|NO|NO
|8|64|Sphinx Armor|2|3|NO|NO
|8|65|Wind Armor|2|2|NO|NO
|8|66|Dark Soul Armor|2|3|NO|NO
|8|67|Dragon Armor|2|3|NO|NO
|8|68|SU Armor|2|2|NO|NO
|8|69|Legendary Armor|2|2|NO|NO
|8|70|Red Wing Armor|2|2|NO|NO
|8|71|Atlantis Armor|2|3|NO|NO
|8|72|Storm Hard Armor|2|3|NO|NO
|8|73|Phoenix Soul Armor|2|3|NO|NO
0807400|8|74|Storm Hard V1 Armor|2|3|NO|NO
0807500|8|75|Aramis Armor|2|3|Eden|NO
0807600|8|76|Darkness Skull Armor|2|3|NO|NO
0807700|8|77|Gohan Armor|2|3|NO|NO
0807800|8|78|Proteus Armor|2|3|NO|NO
0807900|8|79|Plutonium Armor|2|3|NO|NO
0808000|8|80|Gogeta SSJ5 Armor|2|3|NO|NO
0808100|8|81|Gogeta SSJ4 Armor|2|3|NO|NO
0808200|8|82|No Item Display|2|3|NO|NO
0808300|8|83|Vegeta SSJ2 Armor|2|3|NO|NO
0808400|8|84|Vegeta Armor|2|3|NO|NO
0808500|8|85|Trunks Armor|2|3|NO|NO
0808600|8|86|Majin Boo Armor|2|3|NO|NO
0808700|8|87|Goku SSJ4 Armor|2|3|NO|NO
0808800|8|88|Goku SSJ2 Armor|2|3|NO|NO
0808900|8|89|Vegeta JR Armor|2|3|NO|NO
0809000|8|90|Ginyu Armor|2|3|NO|NO
0809100|8|91|Conqueror Armor|2|3|NO|NO
0809200|8|92|Sacred v1 Armor|2|3|NO|NO
0809300|8|93|Venture Armor|2|3|Gosen|NO
0809400|8|94|No Item Display|2|3|NO|NO
0809500|8|95|Piercing V1 Armor|2|3|NO|NO
0809600|8|96|No Item Display|2|3|NO|NO
0809700|8|97|No Item Display|2|3|NO|NO
0809800|8|98|Zilant Armor|2|3|NO|NO
0809900|8|99|Morph Armor|2|3|NO|NO
0810000|8|100|Ninja Gaiden Armor|2|3|NO|NO
0810100|8|101|King of Dragon Armor|2|3|NO|NO
0810200|8|102|No Item Display|2|3|NO|NO
0810300|8|103|Platinum Armor|2|3|NO|NO
0810400|8|104|No Item Display|2|3|NO|NO
0810500|8|105|Chaos Armor|2|3|NO|NO
0810600|8|106|Hannibal Armor|2|3|NO|NO
0810700|8|107|King Skull Armor|2|3|Taroseu's|NO
0810800|8|108|Balgass Armor|2|3|NO|NO
0810900|8|109|Monarch Armor|2|3|Areli|NO
0811000|8|110|Tutankamon Armor|2|3|NO|NO
0811100|8|111|Pallas Armor|2|3|NO|NO
0811200|8|112|Sacred v2 Armor|2|3|NO|NO
0811300|8|113|No Item Display|2|3|NO|NO
0811400|8|114|Valkyrias Armor|2|3|NO|NO
0811500|8|115|Black Fenrir Armor|2|3|Ruben|NO
0811600|8|116|Thunder Heavy Armor|2|3|NO|NO
0811700|8|117|Alien Armor|2|3|NO|NO
0811800|8|118|Midgard Armor|2|3|NO|NO
0811900|8|119|Thunder Skull Armor|2|3|NO|NO
0812000|8|120|High Shamal Armor|2|3|Esto|NO
0812100|8|121|Quarter Master Armor|2|3|Sihem|NO
0812200|8|122|Kentauros Armor|2|3|NO|NO
0812300|8|123|DarkBone Armor|2|3|NO|NO
0812400|8|124|Thanatos Armor|2|3|Het|NO
0812500|8|125|Insect Queen Armor|2|3|NO|NO
0812600|8|126|Regal Dragon Knight Armor|2|3|Ultimate|NO
0812700|8|127|Antaras Armor|2|3|NO|NO
0812800|8|128|Cyrious Armor|2|3|NO|NO
0812900|8|129|Piercing v2 Armor|2|3|NO|NO
0813000|8|130|Doom Armor|2|3|NO|NO
0813100|8|131|Centaurus Armor|2|3|Hebro|NO
0813200|8|132|Tectonic Armor|2|3|NO|NO
0813300|8|133|Arcane Armor|2|3|NO|NO
0813400|8|134|Shadow Armor|2|3|Moros's|NO
0813500|8|135|Charmant Armor|2|3|NO|NO
0813600|8|136|Astral Armor|2|3|Pio|NO
0813700|8|137|Impulse Armor|2|3|Eufrat|NO
0813800|8|138|Eternity Armor|2|3|NO|NO
0813900|8|139|Quirinus Armor|2|3|NO|NO
0814000|8|140|Agamemnon Armor|2|3|Army's|NO
0814100|8|141|Drakon Armor|2|3|NO|NO
0814200|8|142|Rhapsody Armor|2|3|NO|NO
0814300|8|143|Vegeta SSJ4 Armor|2|3|NO|NO
0814400|8|144|Cell Armor|2|3|NO|NO
0814500|8|145|Bloody Soldier Armor|2|3|NO|NO
0814600|8|146|Century Armor|2|3|Karm|NO
0814700|8|147|Falch Armor|2|3|Ohad|NO
0814800|8|148|Dark Dimention Armor|2|3|NO|NO
0814900|8|149|BloodThirsty Armor|2|3|NO|NO
0815000|8|150|Regal Titan Armor|2|3|NO|NO
0815100|8|151|Hell Red Armor|2|3|NO|NO
0815200|8|152|Death Armor|2|3|NO|NO
0815300|8|153|Aiakos Armor|2|3|NO|NO
0815400|8|154|Storm Hard v2 Armor|2|3|NO|NO
0815500|8|155|Andromeda Armor|2|3|NO|NO
0815600|8|156|Shina Armor|2|3|NO|NO
0815700|8|157|Death Cancer Armor|2|3|NO|NO
0815800|8|158|Hyoga Armor|2|3|NO|NO
0815900|8|159|Aldebaran Armor|2|3|NO|NO
0816000|8|160|Sagittarius Armor|2|3|NO|NO
//---------------------------------
0900000|9|0|Bronze Pants|2|2|Hyperio|NO
0900100|9|1|Dragon Pants|2|2|NO|Vicious
0900200|9|2|Pad Pants|2|2|Apolo|NO
0900300|9|3|Legendary Pants|2|2|NO|Isis
0900400|9|4|Bone Pants|2|2|Evis|NO
0900500|9|5|Leather Pants|2|2|Warrior|NO
0900600|9|6|Scale Pants|2|2|Eplete|NO
0900700|9|7|Sphinx Pants|2|2|Hera|NO
0900800|9|8|Brass Pants|2|2|Garuda|NO
0900900|9|9|Plate Pants|2|2|NO|NO
0901000|9|10|Vine Pants|2|2|Ceto|NO
0901100|9|11|Silk Pants|2|2|Gaia|NO
0901200|9|12|Wind Pants|2|2|Odin|NO
0901300|9|13|Spirit Pants|2|2|Argon|NO
0901400|9|14|Guardian Pants|2|2|NO|Aruane
0901500|9|15|Unicorn Pants|2|2|Gaion|Muren
0901600|9|16|Black Dragon Pants|2|2|NO|NO
0901700|9|17|Phoenix Pants|2|2|NO|NO
0901800|9|18|Grand Soul Pants|2|2|NO|NO
0901900|9|19|Holysprit Pants|2|2|NO|NO
0902000|9|20|Thunder Pants|2|2|NO|NO
0902100|9|21|Great Dragon Pants|2|2|NO|NO
0902200|9|22|Black Soul Pants|2|2|NO|NO
0902300|9|23|Hurricane Pants|2|2|NO|NO
0902400|9|24|Red Spirit Pants|2|2|NO|NO
0902500|9|25|Round Pants|2|2|NO|NO
0902600|9|26|Adamantine Pants|2|2|Agnis|Browii
0902700|9|27|Dark Steel Pants|2|2|NO|NO
0902800|9|28|Dark Master Pants|2|2|NO|NO
0902900|9|29|Dragon Knight Pants|2|2|NO|NO
0903000|9|30|Venom Mist Pants|2|2|NO|NO
0903100|9|31|Sylpid Ray Pants|2|2|NO|NO
0903200|9|32|Volcano Pants|2|2|NO|NO
0903300|9|33|Sunlight Pants|2|2|NO|NO
0903400|9|34|Ashcrow Pants|2|2|NO|NO
0903500|9|35|Eclips Pants|2|2|NO|NO
0903600|9|36|Iris Pants|2|2|NO|NO
0903700|9|37|Flame Pants|2|2|NO|NO
0903800|9|38|Glorius Pants|2|2|NO|NO
0903900|9|39|Mistery Pants|2|2|NO|NO
0904000|9|40|Red Wing Pants|2|2|Krono|NO
0904100|9|41|Ancient Pants|2|2|NO|NO
0904200|9|42|Black Rose Pants|2|2|NO|NO
0904300|9|43|Aura Pants|2|2|NO|NO
0904400|9|44|Lilium Pants|2|2|NO|NO
0904500|9|45|Titan Pants|2|2|NO|NO
0904600|9|46|Brave Pants|2|2|NO|NO
0904700|9|47|Phantom Pants|2|2|NO|NO
0904800|9|48|Destroyer Pants|2|2|NO|NO
0904900|9|49|Seraphim Pants|2|2|NO|NO
0905000|9|50|Divine Pants|2|2|NO|NO
0905100|9|51|Kings Pants|2|2|NO|NO
0905200|9|52|Hades Pants|2|2|NO|NO
0905300|9|53|Queen Pants|2|2|NO|NO
0905400|9|54|No Item Display|2|2|NO|NO
0905500|9|55|No Item Display|2|2|NO|NO
0905600|9|56|No Item Display|2|2|NO|NO
0905700|9|57|No Item Display|2|2|NO|NO
0905800|9|58|No Item Display|2|2|NO|NO
0905900|9|59|Sacred Pants|2|2|Vega's|Chamereuui's
0906000|9|60|Storm Hard Pants|2|2|NO|NO
0906100|9|61|Piercing Pants|2|2|NO|NO
|9|62|Scale Pants|2|2|NO|NO
|9|63|Silk Pants|2|2|NO|NO
|9|64|Sphinx Pants|2|2|NO|NO
|9|65|Wind Pants|2|2|NO|NO
|9|66|Dark Soul Pants|2|2|NO|NO
|9|67|Dragon Pants|2|2|NO|NO
|9|68|SU Pants|2|2|NO|NO
|9|69|Legendary Pants|2|2|NO|NO
|9|70|Red Wing Pants|2|2|NO|NO
|9|71|Atlantis Pants|2|2|NO|NO
|9|72|Storm Hard Pants|2|2|NO|NO
|9|73|Phoenix Soul Pants|2|2|NO|NO
0907400|9|74|Storm Hard V1 Pants|2|2|NO|NO
0907500|9|75|Aramis Pants|2|2|Eden|NO
0907600|9|76|Darkness Skull Pants|2|2|NO|NO
0907700|9|77|Gohan Pants|2|2|NO|NO
0907800|9|78|Proteus Pants|2|2|NO|NO
0907900|9|79|Plutonium Pants|2|2|NO|NO
0908000|9|80|Gogeta SSJ5 Pants|2|2|NO|NO
0908100|9|81|Gogeta SSJ4 Pants|2|2|NO|NO
0908200|9|82|No Item Display|2|2|NO|NO
0908300|9|83|Vegeta SSJ2 Pants|2|2|NO|NO
0908400|9|84|Vegeta Pants|2|2|NO|NO
0908500|9|85|Trunks Pants|2|2|NO|NO
0908600|9|86|Majin Boo Pants|2|2|NO|NO
0908700|9|87|Goku SSJ4 Pants|2|2|NO|NO
0908800|9|88|Goku SSJ2 Pants|2|2|NO|NO
0908900|9|89|Vegeta JR Pants|2|2|NO|NO
0909000|9|90|Ginyu Pants|2|2|NO|NO
0909100|9|91|Conqueror Pants|2|2|NO|NO
0909200|9|92|Sacred v1 Pants|2|2|NO|NO
0909300|9|93|Venture Pants|2|2|Gosen|NO
0909400|9|94|No Item Display|2|2|NO|NO
0909500|9|95|Piercing V1 Pants|2|2|NO|NO
0909600|9|96|No Item Display|2|2|NO|NO
0909700|9|97|No Item Display|2|2|NO|NO
0909800|9|98|Zilant Pants|2|2|NO|NO
0909900|9|99|Morph Pants|2|2|NO|NO
0910000|9|100|Ninja Gaiden Pants|2|2|NO|NO
0910100|9|101|King of Dragon Pants|2|2|NO|NO
0910200|9|102|No Item Display|2|2|NO|NO
0910300|9|103|Platinum Pants|2|2|NO|NO
0910400|9|104|No Item Display|2|2|NO|NO
0910500|9|105|Chaos Pants|2|2|NO|NO
0910600|9|106|Hannibal Pants|2|2|NO|NO
0910700|9|107|King Skull Pants|2|2|Taroseu's|NO
0910800|9|108|Balgass Pants|2|2|NO|NO
0910900|9|109|Monarch Pants|2|2|Areli|NO
0911000|9|110|Tutankamon Pants|2|2|NO|NO
0911100|9|111|Pallas Pants|2|2|NO|NO
0911200|9|112|Sacred v2 Pants|2|2|NO|NO
0911300|9|113|No Item Display|2|2|NO|NO
0911400|9|114|Valkyrias Pants|2|2|NO|NO
0911500|9|115|Black Fenrir Pants|2|2|Ruben|NO
0911600|9|116|Thunder Heavy Pants|2|2|NO|NO
0911700|9|117|Alien Pants|2|2|NO|NO
0911800|9|118|Midgard Pants|2|2|NO|NO
0911900|9|119|Thunder Skull Pants|2|2|NO|NO
0912000|9|120|High Shamal Pants|2|2|Esto|NO
0912100|9|121|Quarter Master Pants|2|2|Sihem|NO
0912200|9|122|Kentauros Pants|2|2|NO|NO
0912300|9|123|DarkBone Pants|2|2|NO|NO
0912400|9|124|Thanatos Pants|2|2|Het|NO
0912500|9|125|Insect Queen Pants|2|2|NO|NO
0912600|9|126|Regal Dragon Knight Pants|2|2|Ultimate|NO
0912700|9|127|Antaras Pants|2|2|NO|NO
0912800|9|128|Cyrious Pants|2|2|NO|NO
0912900|9|129|Piercing v2 Pants|2|2|NO|NO
0913000|9|130|Doom Pants|2|2|NO|NO
0913100|9|131|Centaurus Pants|2|2|Hebro|NO
0913200|9|132|Tectonic Pants|2|2|NO|NO
0913300|9|133|Arcane Pants|2|2|NO|NO
0913400|9|134|Shadow Pants|2|2|Moros's|NO
0913500|9|135|Charmant Pants|2|2|NO|NO
0913600|9|136|Astral Pants|2|2|Pio|NO
0913700|9|137|Impulse Pants|2|2|Eufrat|NO
0913800|9|138|Eternity Pants|2|2|NO|NO
0913900|9|139|Quirinus Pants|2|2|NO|NO
0914000|9|140|Agamemnon Pants|2|2|Army's|NO
0914100|9|141|Drakon Pants|2|2|NO|NO
0914200|9|142|Rhapsody Pants|2|2|NO|NO
0914300|9|143|Vegeta SSJ4 Pants|2|2|NO|NO
0914400|9|144|Cell Pants|2|2|NO|NO
0914500|9|145|Bloody Soldier Pants|2|2|NO|NO
0914600|9|146|Century Pants|2|2|Karm|NO
0914700|9|147|Falch Pants|2|2|Ohad|NO
0914800|9|148|Dark Dimention Pants|2|2|NO|NO
0914900|9|149|BloodThirsty Pants|2|2|NO|NO
0915000|9|150|Regal Titan Pants|2|2|NO|NO
0915100|9|151|Hell Red Pants|2|2|NO|NO
0915200|9|152|Death Pants|2|2|NO|NO
0915300|9|153|Aiakos Pants|2|2|NO|NO
0915400|9|154|Storm Hard v2 Pants|2|2|NO|NO
0915500|9|155|Andromeda Pants|2|2|NO|NO
0915600|9|156|Shina Pants|2|2|NO|NO
0915700|9|157|Death Cancer Pants|2|2|NO|NO
0915800|9|158|Hyoga Pants|2|2|NO|NO
0915900|9|159|Aldebaran Pants|2|2|NO|NO
0916000|9|160|Sagittarius Pants|2|2|NO|NO
//---------------------------------
1000000|10|0|Bronze Gloves|2|2|NO|NO
1000100|10|1|Dragon Gloves|2|2|Hyon|NO
1000200|10|2|Pad Gloves|2|2|Apolo|NO
1000300|10|3|Legendary Gloves|2|2|Anubis|NO
1000400|10|4|Bone Gloves|2|2|NO|NO
1000500|10|5|Leather Gloves|2|2|Warrior|NO
1000600|10|6|Scale Gloves|2|2|NO|NO
1000700|10|7|Sphinx Gloves|2|2|Hera|NO
1000800|10|8|Brass Gloves|2|2|Garuda|NO
1000900|10|9|Plate Gloves|2|2|Kantata|NO
1001000|10|10|Vine Gloves|2|2|Ceto|NO
1001100|10|11|Silk Gloves|2|2|Gaia|NO
1001200|10|12|Wind Gloves|2|2|Odin|NO
1001300|10|13|Spirit Gloves|2|2|Argon|NO
1001400|10|14|Guardian Gloves|2|2|Gywen|NO
1001500|10|15|Unicorn Gloves|2|2|NO|Muren
1001600|10|16|Black Dragon Gloves|2|2|NO|NO
1001700|10|17|Phoenix Gloves|2|2|NO|NO
1001800|10|18|Grand Soul Gloves|2|2|NO|NO
1001900|10|19|Holysprit Gloves|2|2|NO|NO
1002000|10|20|Thunder Gloves|2|2|NO|NO
1002100|10|21|Great Dragon Gloves|2|2|NO|NO
1002200|10|22|Black Soul Gloves|2|2|NO|NO
1002300|10|23|Hurricane Gloves Gloves|2|2|Muren|NO
1002400|10|24|Red Spirit Gloves|2|2|NO|NO
1002500|10|25|Round Gloves|2|2|NO|NO
1002600|10|26|Adamantine Gloves|2|2|NO|Browii
1002700|10|27|Dark Steel Gloves|2|2|NO|NO
1002800|10|28|Dark Master Gloves|2|2|NO|NO
1002900|10|29|Dragon Knight Gloves|2|2|NO|NO
1003000|10|30|Venom Mist Gloves|2|2|NO|NO
1003100|10|31|Sylpid Ray Gloves|2|2|NO|NO
1003200|10|32|Volcano Gloves|2|2|NO|NO
1003300|10|33|Sunlight Gloves|2|2|NO|NO
1003400|10|34|Ashcrow Gloves|2|2|NO|NO
1003500|10|35|Eclips Gloves|2|2|NO|NO
1003600|10|36|Iris Gloves|2|2|NO|NO
1003700|10|37|Flame Gloves|2|2|NO|NO
1003800|10|38|Glorius Gloves|2|2|NO|NO
1003900|10|39|MisteryGloves|2|2|NO|NO
1004000|10|40|Red Wing Gloves|2|2|Krono|Semeden
1004100|10|41|Ancient Gloves|2|2|NO|NO
1004200|10|42|Black Rose Gloves|2|2|NO|NO
1004300|10|43|Aura Gloves|2|2|NO|NO
1004400|10|44|Lilium Gloves|2|2|NO|NO
1004500|10|45|Titan Gloves|2|2|NO|NO
1004600|10|46|Brave Gloves|2|2|NO|NO
1004700|10|47|Phantom Gloves|2|2|NO|NO
1004800|10|48|Destroyer Gloves|2|2|NO|NO
1004900|10|49|Seraphim Gloves|2|2|NO|NO
1005000|10|50|Divine Gloves|2|2|NO|NO
1005100|10|51|Kings Gloves|2|2|NO|NO
1005200|10|52|Hades Gloves|2|2|NO|NO
1005300|10|53|Queen Gloves|2|2|NO|NO
1005400|10|54|No Item Display|2|2|NO|NO
1005500|10|55|No Item Display|2|2|NO|NO
1005600|10|56|No Item Display|2|2|NO|NO
1005700|10|57|No Item Display|2|2|NO|NO
1005800|10|58|No Item Display|2|2|NO|NO
1005900|10|59|No Item Display|2|2|NO|NO
1006000|10|60|No Item Display|2|2|NO|NO
1006100|10|61|No Item Display|2|2|NO|NO
1006200|10|62|No Item Display|2|2|NO|NO
1006300|10|63|No Item Display|2|2|NO|NO
1006400|10|64|No Item Display|2|2|NO|NO
1006500|10|65|No Item Display|2|2|NO|NO
1006600|10|66|No Item Display|2|2|NO|NO
1006700|10|67|No Item Display|2|2|NO|NO
1006800|10|68|No Item Display|2|2|NO|NO
1006900|10|69|No Item Display|2|2|NO|NO
1007000|10|70|No Item Display|2|2|NO|NO
1007100|10|71|No Item Display|2|2|NO|NO
1007200|10|72|No Item Display|2|2|NO|NO
1007300|10|73|No Item Display|2|2|NO|NO
1007400|10|74|Storm Hard V1 Gloves (NO)|2|2|NO|NO
1007500|10|75|Aramis Gloves|2|2|Eden|NO
1007600|10|76|Darkness Skull Gloves|2|2|NO|NO
1007700|10|77|Gohan Gloves|2|2|NO|NO
1007800|10|78|Proteus Gloves|2|2|NO|NO
1007900|10|79|Plutonium Gloves|2|2|NO|NO
1008000|10|80|Gogeta SSJ5 Gloves|2|2|NO|NO
1008100|10|81|Gogeta SSJ4 Gloves|2|2|NO|NO
1008200|10|82|No Item Display|2|2|NO|NO
1008300|10|83|Vegeta SSJ2 Gloves|2|2|NO|NO
1008400|10|84|Vegeta Gloves|2|2|NO|NO
1008500|10|85|Trunks Gloves|2|2|NO|NO
1008600|10|86|Majin Boo Gloves|2|2|NO|NO
1008700|10|87|Goku SSJ4 Gloves|2|2|NO|NO
1008800|10|88|Goku SSJ2 Gloves|2|2|NO|NO
1008900|10|89|Vegeta JR Gloves|2|2|NO|NO
1009000|10|90|Ginyu Gloves|2|2|NO|NO
1009100|10|91|Conqueror Gloves|2|2|NO|NO
1009200|10|92|Sacred v1 Gloves (NO)|2|2|NO|NO
1009300|10|93|Venture Gloves|2|2|Gosen|NO
1009400|10|94|No Item Display|2|2|NO|NO
1009500|10|95|Piercing V1 Gloves (NO)|2|2|NO|NO
1009600|10|96|No Item Display|2|2|NO|NO
1009700|10|97|No Item Display|2|2|NO|NO
1009800|10|98|Zilant Gloves|2|2|NO|NO
1009900|10|99|Morph Gloves|2|2|NO|NO
1010000|10|100|Ninja Gaiden Gloves|2|2|NO|NO
1010100|10|101|King of Dragon Gloves|2|2|NO|NO
1010200|10|102|No Item Display|2|2|NO|NO
1010300|10|103|Platinum Gloves|2|2|NO|NO
1010400|10|104|No Item Display|2|2|NO|NO
1010500|10|105|Chaos Gloves|2|2|NO|NO
1010600|10|106|Hannibal Gloves|2|2|NO|NO
1010700|10|107|King Skull Gloves|2|2|Taroseu's|NO
1010800|10|108|Balgass  Gloves|2|2|NO|NO
1010900|10|109|Monarch  Gloves|2|2|Areli|NO
1011000|10|110|Tutankamon  Gloves|2|2|NO|NO
1011100|10|111|Pallas Gloves|2|2|NO|NO
1011200|10|112|Sacred v2 Gloves (NO)|2|2|NO|NO
1011300|10|113|No Item Display|2|2|NO|NO
1011400|10|114|Valkyrias Gloves|2|2|NO|NO
1011500|10|115|Black Fenrir Gloves|2|2|Ruben|NO
1011600|10|116|Thunder Heavy Gloves|2|2|NO|NO
1011700|10|117|Alien Gloves|2|2|NO|NO
1011800|10|118|Midgard Gloves|2|2|NO|NO
1011900|10|119|Thunder Skull Gloves|2|2|NO|NO
1012000|10|120|High Shamal Gloves|2|2|Esto|NO
1012100|10|121|Quarter Master Gloves|2|2|Sihem|NO
1012200|10|122|Kentauros Gloves|2|2|NO|NO
1012300|10|123|DarkBone Gloves|2|2|NO|NO
1012400|10|124|Thanatos Gloves|2|2|Het|NO
1012500|10|125|Insect Queen Gloves|2|2|NO|NO
1012600|10|126|Regal Dragon Knight Gloves|2|2|Ultimate|NO
1012700|10|127|Antaras Gloves|2|2|NO|NO
1012800|10|128|Cyrious Gloves|2|2|NO|NO
//1012800|10|128|Seed Spear 5 (LIGTHING)|1|1|NO|NO
1012900|10|129|Piercing v2 Gloves (NO)|2|2|NO|NO
1013000|10|130|Doom Gloves|2|2|NO|NO
1013100|10|131|Centaurus Gloves|2|2|Hebro|NO
1013200|10|132|Tectonic Gloves|2|2|NO|NO
1013300|10|133|Arcane Gloves|2|2|NO|NO
1013400|10|134|Shadow Gloves|2|2|Moros's|NO
1013500|10|135|Charmant Gloves|2|2|NO|NO
1013600|10|136|Astral Gloves|2|2|Pio|NO
1013700|10|137|Impulse Gloves|2|2|Eufrat|NO
1013800|10|138|Eternity Gloves|2|2|NO|NO
1013900|10|139|Quirinus Gloves|2|2|NO|NO
1014000|10|140|Agamemnon Gloves|2|2|Army's|NO
1014100|10|141|Drakon Gloves|2|2|NO|NO
1014200|10|142|Rhapsody Gloves|2|2|NO|NO
1014300|10|143|Vegeta SSJ4 Gloves|2|2|NO|NO
1014400|10|144|Cell Gloves|2|2|NO|NO
1014500|10|145|Bloody Soldier Gloves|2|2|NO|NO
1014600|10|146|Century Gloves|2|2|Karm|NO
1014700|10|147|Falch Gloves|2|2|Ohad|NO
1014800|10|148|Dark Dimention Gloves|2|2|NO|NO
1014900|10|149|BloodThirsty Gloves|2|2|NO|NO
1015000|10|150|Regal Titan Gloves|2|2|NO|NO
1015100|10|151|Hell Red Gloves|2|2|NO|NO
1015200|10|152|Death Gloves|2|2|NO|NO
1015300|10|153|Aiakos Gloves|2|2|NO|NO
1015400|10|154|Storm Hard v2 Gloves (NO)|2|2|NO|NO
1015500|10|155|Andromeda Gloves|2|2|NO|NO
1015600|10|156|Shina Gloves|2|2|NO|NO
1015700|10|157|Death Cancer Gloves|2|2|NO|NO
1015800|10|158|Hyoga Gloves|2|2|NO|NO
1015900|10|159|Aldebaran Gloves|2|2|NO|NO
1016000|10|160|Sagittarius Gloves|2|2|NO|NO
//---------------------------------
1100000|11|0|Bronze Boots|2|2|Hyperio|NO
1100100|11|1|Dragon Boots|2|2|Hyon|NO
1100200|11|2|Pad Boots|2|2|NO|NO
1100300|11|3|Legendary Boots|2|2|NO|Isis
1100400|11|4|Bone Boots|2|2|Evis|NO
1100500|11|5|Leather Boots|2|2|Warrior|NO
1100600|11|6|Scale Boots|2|2|NO|NO
1100700|11|7|Sphinx Boots|2|2|Hera|NO
1100800|11|8|Brass Boots|2|2|NO|NO
1100900|11|9|Plate Boots|2|2|Kantata|NO
1101000|11|10|Vine Boots|2|2|Ceto|NO
1101100|11|11|Silk Boots|2|2|NO|NO
1101200|11|12|Wind Boots|2|2|Odin|NO
1101300|11|13|Spirit Boots|2|2|NO|NO
1101400|11|14|Guardian Boots|2|2|Gywen|Aruane
1101500|11|15|Unicorn Boots|2|2|Gaion|NO
1101600|11|16|Black Dragon Boots|2|2|NO|NO
1101700|11|17|Phoenix Boots|2|2|NO|NO
1101800|11|18|Grand Soul Boots|2|2|NO|NO
1101900|11|19|Holysprit Boots|2|2|NO|NO
1102000|11|20|Thunder Boots|2|2|NO|NO
1102100|11|21|Great Dragon Boots|2|2|NO|NO
1102200|11|22|Black Soul Boots|2|2|NO|NO
1102300|11|23|Hurricane Boots|2|2|NO|NO
1102400|11|24|Red Spirit Boots|2|2|NO|NO
1102500|11|25|Round Boots|2|2|NO|NO
1102600|11|26|Adamantine Boots|2|2|NO|Browii
1102700|11|27|Dark Steel Boots|2|2|NO|NO
1102800|11|28|Dark Master Boots|2|2|NO|NO
1102900|11|29|Dragon Knight Boots|2|2|NO|NO
1103000|11|30|Venom Mist Boots|2|2|NO|NO
1103100|11|31|Sylpid Ray Boots|2|2|NO|NO
1103200|11|32|Volcano Boots|2|2|NO|NO
1103300|11|33|Sunlight Boots|2|2|NO|NO
1103400|11|34|Ashcrow Boots|2|2|NO|NO
1103500|11|35|Eclips Boots|2|2|NO|NO
1103600|11|36|Iris Boots|2|2|NO|NO
1103700|11|37|Flame Boots|2|2|NO|NO
1103800|11|38|Glorius Boots|2|2|NO|NO
1103900|11|39|Mistery Boots|2|2|NO|NO
1104000|11|40|Red Wing Boots|2|2|NO|Semeden
1104100|11|41|Ancient Boots|2|2|NO|NO
1104200|11|42|Black Rose Boots|2|2|NO|NO
1104300|11|43|Aura Boots|2|2|NO|NO
1104400|11|44|Lilium Boots|2|2|NO|NO
1104500|11|45|Titan Boots|2|2|NO|NO
1104600|11|46|Brave Boots|2|2|NO|NO
1104700|11|47|Phantom Boots|2|2|NO|NO
1104800|11|48|Destroyer Boots|2|2|NO|NO
1104900|11|49|Seraphim Boots|2|2|NO|NO
1105000|11|50|Divine Boots|2|2|NO|NO
1105100|11|51|Kings Boots|2|2|NO|NO
1105200|11|52|Hades Boots|2|2|NO|NO
1105300|11|53|Queen Boots|2|2|NO|NO
1105400|11|54|No Item Display|2|2|NO|NO
1105500|11|55|No Item Display|2|2|NO|NO
1105600|11|56|No Item Display|2|2|NO|NO
1105700|11|57|No Item Display|2|2|NO|NO
1105800|11|58|No Item Display|2|2|NO|NO
1105900|11|59|Sacred Boots|2|2|Chamereuui's|NO
1106000|11|60|Storm Hard Boots|2|2|NO|NO
1106100|11|61|Piercing Boots|2|2|NO|NO
1106200|11|62|No Item Display|2|2|NO|NO
1106300|11|63|No Item Display|2|2|NO|NO
1106400|11|64|No Item Display|2|2|NO|NO
1106500|11|65|No Item Display|2|2|NO|NO
1106600|11|66|No Item Display|2|2|NO|NO
1106700|11|67|No Item Display|2|2|NO|NO
1106800|11|68|No Item Display|2|2|NO|NO
1106900|11|69|No Item Display|2|2|NO|NO
1107000|11|70|No Item Display|2|2|NO|NO
1107100|11|71|No Item Display|2|2|NO|NO
1107200|11|72|No Item Display|2|2|NO|NO
1107300|11|73|No Item Display|2|2|NO|NO
1107400|11|74|Storm Hard V1 Boots|2|2|NO|NO
1107500|11|75|Aramis Boots|2|2|Eden|NO
1107600|11|76|Darkness Skull Boots|2|2|NO|NO
1107700|11|77|Gohan Boots|2|2|NO|NO
1107800|11|78|Proteus Boots|2|2|NO|NO
1107900|11|79|Plutonium Boots|2|2|NO|NO
1108000|11|80|Gogeta SSJ5 Boots|2|2|NO|NO
1108100|11|81|Gogeta SSJ4 Boots|2|2|NO|NO
1108200|11|82|No Item Display|2|2|NO|NO
1108300|11|83|Vegeta SSJ2 Boots|2|2|NO|NO
1108400|11|84|Vegeta Boots|2|2|NO|NO
